pageid,title,birth_y,birth_m,birth_d,death_y,death_m,death_d,death_age
8756514,Frank Campanella,1919,3,19,2006,12,30,87
32361814,Dick Campbell (producer),1903,6,27,1994,12,20,91
22511127,Paul Campbell (American actor),1923,2,27,1999,3,17,76
48867653,Webster Campbell,1893,1,25,1972,8,28,79
2372060,William Campbell (actor born 1923),1923,10,30,2011,4,28,87
13599528,Frank Campeau,1864,12,14,1943,11,5,78
553293,J. D. Cannon,1922,4,24,2005,5,20,83
31886675,Raymond Cannon (actor),1892,9,1,1977,6,7,84
827771,Yakima Canutt,1895,11,29,1986,5,24,90
15959995,Jaime Cardriche,1968,3,20,2000,7,28,32
49414630,James Cardwell (actor),1921,11,21,1954,1,31,32
8030306,Arthur Edmund Carewe,1884,12,30,1937,4,22,52
4451730,Edwin Carewe,1883,3,22,1940,1,22,56
835672,Harry Carey (actor),1878,1,16,1947,9,21,69
1576075,Harry Carey Jr.,1921,5,16,2012,12,27,91
676060,Macdonald Carey,1913,3,15,1994,3,21,81
797626,Philip Carey,1925,7,25,2009,2,6,83
2739186,Ron Carey (actor),1935,12,11,2007,1,16,71
3236322,Timothy Carey,1929,3,11,1994,5,11,65
38214824,Council Cargle,1935,2,8,2013,1,2,77
457843,Carmine Caridi,1934,1,23,1934,1,23,0
14039748,Richard Carle,1871,7,7,1941,6,28,69
158879,George Carlin,1937,5,12,2008,6,22,71
5427384,Charlie Carlson,1943,12,31,2015,8,30,71
28577519,Leslie Carlson,1933,2,24,2014,5,3,81
2291467,Richard Carlson (actor),1912,4,29,1977,11,25,65
43153111,Justin Carmack,1981,3,12,2000,7,20,19
177180,Hoagy Carmichael,1899,11,22,1981,12,27,82
17829816,Michael Carmine,1959,3,6,1989,10,14,30
1886425,Alan Carney,1909,12,22,1973,5,2,63
163461,Art Carney,1918,11,4,2003,11,9,85
2577483,Morris Carnovsky,1897,9,5,1992,9,1,94
14574511,Horace B. Carpenter,1875,1,31,1945,5,21,70
5716898,Johnny Carpenter,1914,6,25,2003,2,27,88
47425263,Nat Carr,1886,8,12,1944,7,6,57
6474287,Paul Carr (actor),1934,1,31,2006,2,17,72
18831264,Thomas Carr (director),1907,7,4,1997,4,23,89
551643,David Carradine,1936,12,8,2009,6,3,72
381312,John Carradine,1906,2,5,1988,11,27,82
239793,Leo Carrillo,1880,8,6,1961,9,10,81
3877499,Bob Carroll (singer/actor),1918,6,8,1994,11,12,76
3673742,John Carroll (actor),1906,7,17,1979,4,24,72
18123218,Mickey Carroll,1919,7,8,2009,5,7,89
24594686,Ben Carruthers,1936,8,14,1983,9,27,47
15141518,Julius Carry,1952,3,12,2008,8,19,56
20864346,John David Carson,1952,3,6,2009,10,27,57
556556,L. M. Kit Carson,1941,8,12,2014,10,20,73
14672801,Sunset Carson,1920,11,12,1990,5,1,69
44396287,Ben Carter (actor),1910,2,10,1946,12,12,36
13448529,Harry Carter (actor),1879,9,14,1952,7,22,72
2089618,Jack Carter (comedian),1922,6,24,2015,6,28,93
44830233,John Carter (actor),1927,11,26,2015,5,23,87
16032365,Anthony Caruso (actor),1916,4,7,2003,4,4,86
6232333,Kenneth Casey,1899,1,10,1965,8,10,66
11983070,Johnny Cash,1932,2,26,2003,9,12,71
273777,John Cassavetes,1929,12,9,1989,2,3,59
2773927,Wally Cassell,1912,3,3,2015,4,2,103
695929,Jack Cassidy,1927,3,5,1976,12,12,49
978107,Ted Cassidy,1932,7,31,1979,1,16,46
1392265,Richard S. Castellano,1933,9,4,1988,12,10,55
1212903,William Castle,1914,4,24,1977,5,31,63
3049115,Walter Catlett,1889,2,4,1960,11,14,71
13155760,Allan Cavan,1880,3,25,1941,1,19,60
10196603,Hobart Cavanaugh,1886,9,22,1950,4,26,63
13065048,Glen Cavender,1883,9,19,1962,2,9,78
7422525,Albert Cavens,1906,10,1,1985,12,17,79
823277,John Cazale,1935,8,12,1978,3,13,42
31582034,Jon Cedar,1931,1,22,2011,4,14,80
41309346,William Challee,1904,4,6,1989,6,10,85
42222567,Howland Chamberlain,1911,8,2,1984,9,1,73
27607278,Phil Chambers,1916,6,16,1993,1,16,76
47446692,Wheaton Chambers,1887,10,13,1958,1,31,70
37397197,Woodrow Chambliss,1914,10,14,1981,1,8,66
1208901,Gower Champion,1919,6,22,1980,8,25,61
1561130,Kim Chan,1917,12,28,2008,10,5,90
33131047,Chick Chandler,1905,1,18,1988,9,30,83
12532214,Eddy Chandler,1894,3,12,1948,3,23,54
5840014,George Chandler,1898,6,30,1985,6,10,86
1136916,Jeff Chandler,1918,12,15,1961,6,17,42
6820322,John Davis Chandler,1935,1,28,2010,2,16,75
2236996,Lane Chandler,1899,6,4,1972,9,14,73
309034,Lon Chaney,1883,4,1,1930,8,26,47
142239,Lon Chaney Jr.,1906,2,10,1973,7,12,67
1731285,Charles Chaplin Jr.,1925,5,5,1968,3,20,42
2306449,Sydney Chaplin (actor),1926,3,30,2009,3,3,82
15900529,Ben Chapman (actor),1925,10,29,2008,2,21,82
444929,Lonny Chapman,1920,10,1,2007,10,12,87
12736686,Spencer Charters,1875,3,25,1943,1,25,67
339404,Charley Chase,1893,10,20,1940,6,20,46
27040032,Don Chastain,1935,9,2,2002,8,9,66
2701917,Tom Chatterton,1881,2,12,1952,8,17,71
2434449,Maury Chaykin,1949,7,27,2010,7,27,61
1369406,Michael Chekhov,1891,8,29,1955,9,30,64
5723725,Rex Cherryman,1896,10,30,1928,8,10,31
15553641,George Chesebro,1888,7,29,1959,5,28,70
25003227,Harry Cheshire,1891,8,16,1968,6,16,76
1472136,Vic Chesnutt,1964,11,12,2009,12,25,45
2190781,Hal E. Chester,1921,3,6,2012,3,25,91
20525726,Alvin Childress,1907,9,15,1986,4,19,78
21291667,William Ching,1913,10,2,1989,7,1,75
6644623,Tim Choate,1954,10,11,2004,9,24,49
40092260,Jordan Christopher,1940,10,23,1996,1,21,55
23433969,Ken Christy,1894,11,23,1962,7,23,67
46954130,Chuck Courtney (actor),1930,7,23,2000,1,19,69
13312013,Fred Church (actor),1889,10,17,1983,1,7,93
2141152,Leonardo Cimino,1917,11,4,2012,3,3,94
26307838,George Cisar (actor),1912,7,28,1979,6,13,66
32757549,Julian Claman,1918,12,31,1969,4,24,50
46295413,Clarence Lung,1914,10,20,1993,10,15,78
17349583,Bobby Clark (comedian),1888,6,16,1960,2,12,71
2352668,Dane Clark,1912,2,26,1998,9,11,86
13463719,Edward Clark (actor),1878,5,6,1954,11,18,76
13696720,Frank Clark (actor),1857,12,22,1945,4,10,87
1468627,Fred Clark,1914,3,19,1968,12,5,54
13603177,Harvey Clark (actor),1885,10,4,1938,7,19,52
518088,Ken Clark (actor),1927,6,4,2009,6,1,81
544659,David Clarke (actor),1908,8,30,2004,4,18,95
13965106,Robert Clarke,1920,6,1,2005,6,11,85
13958804,Tony Clarke (singer),1940,4,13,1971,8,28,31
13605198,Charles Clary,1873,3,24,1931,3,24,58
17472035,Clay Clement,1888,5,19,1956,10,20,68
9136891,Steve Clemente,1885,11,22,1950,5,7,64
1886869,Stanley Clements,1926,7,16,1981,10,16,55
18146288,William Clifford (actor),1877,6,27,1941,12,23,64
149813,Montgomery Clift,1920,10,17,1966,7,23,45
6967017,Elmer Clifton,1890,3,14,1949,10,15,59
194039,Edward F. Cline,1891,11,4,1961,5,22,69
935857,Del Close,1934,3,9,1999,3,4,64
27419825,Pat Close,1948,6,1,1988,2,15,39
13569849,Edmund Cobb,1892,6,23,1974,8,15,82
1224938,Joe Cobb,1916,11,7,2002,5,21,85
47549483,Malcolm Sebastian,1923,11,4,2006,7,18,82
651560,Lee J. Cobb,1911,12,8,1976,2,11,64
774609,Charles Coburn,1877,6,19,1961,8,30,84
148905,James Coburn,1928,8,31,2002,11,18,74
2134500,Steve Cochran,1917,5,25,1965,6,15,48
608477,James Coco,1930,3,21,1987,2,25,56
14687423,Bill Cody (actor),1891,1,5,1948,1,24,57
381485,Iron Eyes Cody,1904,4,3,1999,1,4,94
6715477,Lew Cody,1884,2,22,1934,5,31,50
4016586,George Coe,1929,5,10,2015,7,18,86
30002269,Peter Coffield,1945,7,17,1983,11,19,38
9823714,Frederick Coffin,1943,1,16,2003,7,31,60
3890525,Tris Coffin,1909,8,13,1990,3,26,80
13613081,Junior Coghlan,1916,3,15,2009,9,7,93
1809385,Nicholas Colasanto,1924,1,19,1985,2,12,61
38032923,Rod Colbin,1923,11,23,2007,2,4,83
7400213,Dennis Cole,1940,7,19,2009,11,15,69
166538,Nat King Cole,1919,3,17,1965,2,15,45
12230,Gary Coleman,1968,2,8,2010,5,28,42
46990595,John Colenback,1935,10,8,2015,5,12,79
6213774,Robert F. Colesberry,1946,3,7,2004,2,9,57
6613817,Bonar Colleano,1924,3,14,1958,8,18,34
5723540,William Collier Jr.,1902,2,12,1987,2,5,84
27877726,William Collier Sr.,1864,11,12,1944,1,13,79
23984137,Charles Collins (actor),1904,1,7,1999,6,26,95
811060,Christopher Collins,1949,8,30,1994,6,12,44
44357431,G. Pat Collins,1895,12,16,1959,8,5,63
3317009,Gary Collins (actor),1938,4,30,2012,10,13,74
13954605,Monte Collins,1898,12,3,1951,6,1,52
2238468,Ray Collins (actor),1889,12,10,1965,7,11,75
41300798,Russell Collins,1897,10,6,1965,11,14,68
3238608,Booth Colman,1923,3,8,2014,12,15,91
3101373,Jerry Colonna (entertainer),1904,9,17,1986,11,21,82
1006900,Russ Columbo,1908,1,14,1934,9,2,26
4679889,Vance Colvig,1918,3,9,1991,3,3,72
32640612,Jack Colvin,1934,10,13,2005,12,1,71
28652952,Frederick Combs,1935,10,11,1992,9,19,56
395604,Ray Combs,1956,4,3,1996,6,2,40
422651,Jeff Conaway,1950,10,5,2011,5,27,60
2737490,Chester Conklin,1886,1,11,1971,10,11,85
5746001,Heinie Conklin,1886,7,15,1959,7,30,73
17837748,William Conklin,1872,12,25,1935,3,21,62
2523230,Joe Conley,1928,3,3,2013,7,7,85
14299537,Lige Conley,1897,12,5,1937,12,11,40
21128247,Onest Conley,1906,12,16,1989,10,8,82
4221199,Jimmy Conlin,1884,10,14,1962,5,7,77
20753692,Merrill Connally,1921,4,9,2001,9,4,80
26417120,Bobby Connelly,1909,4,4,1922,7,5,13
5859274,Christopher Connelly,1941,9,8,1988,12,7,47
13957718,Edward Connelly,1859,12,30,1928,11,21,68
9244575,Walter Connolly,1887,4,8,1940,5,28,53
13501419,Buck Connors,1880,11,22,1947,2,4,66
496779,Chuck Connors,1921,4,10,1992,11,10,71
610445,William Conrad,1920,9,27,1994,2,11,73
574577,Hans Conried,1917,4,15,1982,1,5,64
2211261,Eddie Constantine,1917,10,29,1993,2,25,75
6921181,John Conte (actor),1915,9,15,2006,9,4,90
700148,Richard Conte,1910,3,24,1975,4,15,65
8923901,Albert Conti,1887,1,29,1967,1,18,79
1066136,Bert Convy,1933,7,23,1991,7,15,57
4300174,Curt Conway,1915,5,4,1974,4,10,58
4353493,Jack Conway (filmmaker),1887,7,17,1952,10,11,65
13976970,Morgan Conway,1903,3,17,1981,11,16,78
21346551,Pat Conway,1931,1,9,1981,4,24,50
21868096,Russ Conway (actor),1913,4,25,2009,1,12,95
191104,Jackie Coogan,1914,10,26,1984,3,1,69
3543428,Richard Coogan,1914,4,4,2014,3,12,99
28224767,Robert Coogan,1924,12,13,1978,5,12,53
5186211,Donald Cook (actor),1901,9,26,1961,10,1,60
1570884,Elisha Cook Jr.,1903,12,26,1995,5,18,91
30692945,Lawrence Cook (actor),1930,5,7,2003,12,27,73
15446282,Warren Cook,1878,5,23,1939,5,2,60
3644627,Peter Cookson,1913,5,8,1990,1,6,76
15521528,Hallam Cooley,1895,2,8,1971,3,20,76
3836835,Charles Cooper (actor),1926,8,11,2013,11,29,87
19989467,Clancy Cooper,1906,7,23,1975,6,14,68
44359,Gary Cooper,1901,5,7,1961,5,13,60
13434145,George Cooper (actor),1892,12,12,1943,12,9,50
144768,Jackie Cooper,1922,9,15,2011,5,3,88
473113,Merian C. Cooper,1893,10,24,1973,4,21,79
7555723,Gian-Carlo Coppola,1963,9,17,1986,5,26,22
19492663,Sam Coppola,1932,7,31,2012,2,5,79
15118964,Ben Corbett,1892,2,6,1961,5,19,69
30164826,Glen Corbett,1922,9,5,1997,8,15,74
925575,Glenn Corbett,1933,8,17,1993,1,16,59
741238,James J. Corbett,1866,9,1,1933,2,18,66
1971522,Henry Corden,1920,1,6,2005,5,19,85
6640887,Regis Cordic,1926,5,15,1999,4,16,72
16491344,Harry Cording,1891,4,26,1954,9,1,63
1487246,Pedro de Cordoba,1881,9,28,1950,9,16,68
2879406,Jeff Corey,1914,8,10,2002,8,16,88
13494692,Jim Corey,1883,10,19,1956,1,10,72
1519414,Wendell Corey,1914,3,20,1968,11,8,54
2278346,Pat Corley,1930,6,1,2006,9,11,76
27255842,Bartlett Cormack,1898,3,19,1942,9,26,44
4620185,Robert Cornthwaite (actor),1917,4,28,2006,7,20,89
18421352,James Corrigan,1867,10,17,1929,2,28,61
3440224,Lloyd Corrigan,1900,10,16,1969,11,5,69
9316252,Ray &quot;Crash&quot; Corrigan,1902,2,14,1976,8,10,74
41379056,William Corson,1909,12,23,1981,1,28,71
35592623,William Cort,1936,7,8,1993,9,23,57
1814194,Dan Cortese,1967,9,14,1967,9,14,0
2711594,Ricardo Cortez,1900,9,19,1977,4,28,76
38190357,Don Costello,1901,9,5,1945,10,24,44
105966,Lou Costello,1906,3,6,1959,3,3,52
4843479,Maurice Costello,1877,2,22,1950,10,29,73
6235727,Ward Costello,1919,7,5,2009,6,4,89
20839813,John Costelloe (actor),1961,11,8,2008,12,16,47
16219,Joseph Cotten,1905,5,15,1994,2,6,88
3133986,Jerome Courtland,1926,12,27,2012,3,1,85
13160699,William Courtright,1848,3,10,1933,3,6,84
37441925,DeForest Covan,1917,9,9,2007,9,8,89
1985729,Franklin Cover,1928,11,20,2006,2,5,77
2079248,Jerome Cowan,1897,10,6,1972,1,24,74
23326974,Matthew Cowles,1944,9,28,2014,5,22,69
3188411,Bruce Cowling,1919,10,30,1986,8,22,66
30887969,Walter Coy,1909,1,31,1974,12,11,65
177021,Buster Crabbe,1908,2,7,1983,4,23,75
2258287,James Craig (actor),1912,2,1,1985,6,28,73
5724321,Richard Cramer,1889,7,3,1960,8,9,71
15022455,Howard Crampton,1865,12,12,1922,7,15,56
146071,Bob Crane,1928,7,13,1978,6,29,49
13064737,Frank Hall Crane,1873,1,1,1948,9,1,75
18987617,Fred Crane (actor),1918,3,22,2008,8,21,90
7287371,Ogden Crane,1873,9,1,1940,5,14,66
7046626,Richard Crane (actor),1918,6,6,1969,3,9,50
30885193,Ward Crane,1890,5,18,1928,7,21,38
3120500,Patrick Cranshaw,1919,6,17,2005,12,28,86
2560967,Nick Cravat,1912,1,11,1994,1,29,82
7544812,Frank Craven,1875,8,25,1945,9,1,70
153147,Wes Craven,1939,8,2,2015,8,30,76
154686,Broderick Crawford,1911,12,9,1986,4,26,74
12586053,John Crawford (actor),1920,9,13,2010,9,21,90
1608107,Laird Cregar,1913,7,28,1944,12,9,31
18189226,Joseph Crehan,1883,7,15,1966,4,15,82
171054,Richard Crenna,1926,11,30,2003,1,17,76
13491044,T. D. Crittenden,1878,9,27,1938,2,17,59
3027771,Harry Crocker,1893,7,2,1958,5,23,64
6639844,Dick Crockett,1915,2,27,1979,1,25,63
2970785,Douglas Croft,1926,8,12,1963,10,24,37
2008068,John Cromwell (director),1887,12,23,1979,9,26,91
935344,Richard Cromwell (actor),1910,1,8,1960,10,11,50
4010,Bing Crosby,1903,5,3,1977,10,14,74
888703,Dennis Crosby,1934,7,13,1991,5,4,56
3263725,Phillip Crosby,1934,7,13,2004,1,13,69
21571702,Dennis Cross,1924,12,17,1991,4,6,66
1392249,Rupert Crosse,1927,11,29,1973,3,5,45
69439,Scatman Crothers,1910,5,23,1986,11,22,76
42212125,Matt Crowley,1905,6,20,1983,3,7,77
4366769,James Cruze,1884,3,27,1942,8,3,58
886685,Robert Culp,1930,8,16,2010,3,24,79
5748017,Irving Cummings,1888,10,9,1959,4,18,70
14820936,Richard Henry Cummings,1858,8,20,1938,12,25,80
1298267,Robert Cummings,1910,6,10,1990,12,2,80
2663381,Lester Cuneo,1888,10,25,1925,11,1,37
18630440,Thomas A. Curran,1879,5,29,1941,1,24,61
3472678,Michael Currie (actor),1928,7,24,2009,12,22,81
11705308,Frank Currier,1857,9,4,1928,4,22,70
2791410,Alan Curtis (American actor),1909,7,24,1953,2,2,43
7251239,Billy Curtis,1909,6,27,1988,11,9,79
14122222,Dick Curtis,1902,5,11,1952,1,3,49
13463563,Jack Curtis (actor),1880,5,28,1956,3,16,75
7686164,Keene Curtis,1923,2,15,2002,10,13,79
686076,Ken Curtis,1916,7,2,1991,4,28,74
68375,Tony Curtis,1925,6,3,2010,9,29,85
31507186,Bob Custer,1898,10,18,1974,12,27,76
2141852,Howard Da Silva,1909,5,4,1986,2,16,76
7599982,Dan Dailey,1915,12,14,1978,10,16,62
1184354,John Dall,1920,5,26,1971,1,15,50
395521,Emmett Dalton,1871,5,3,1937,7,13,66
961947,James Daly (actor),1918,10,23,1978,7,3,59
1849932,Karl Dane,1886,10,12,1934,4,14,47
161091,Rodney Dangerfield,1921,11,22,2004,10,5,82
1224962,Mickey Daniels,1914,10,11,1970,8,20,55
2262310,Royal Dano,1922,11,16,1994,5,15,71
9510797,Cesare Danova,1926,3,1,1992,3,19,66
3148207,Helmut Dantine,1918,10,7,1982,5,2,63
12750123,Ray Danton,1931,9,19,1992,2,11,60
9277291,Roy D'Arcy,1894,2,10,1969,11,15,75
1089532,Severn Darden,1929,11,9,1995,5,27,65
36901178,Frank Darien,1876,3,18,1955,10,20,79
100161,Bobby Darin,1936,5,14,1973,12,20,37
6939332,Christopher Dark,1920,4,21,1971,10,10,51
1972886,Frankie Darro,1917,12,22,1976,12,25,59
44174434,John Darrow,1907,7,17,1980,2,24,72
2071672,Sabu Dastagir,1924,1,27,1963,12,2,39
1384252,Herschel Daugherty,1910,11,27,1993,3,5,82
2276610,Richard Davalos,1930,11,5,2016,3,8,85
7617351,Harry Davenport (actor),1866,1,19,1949,8,9,83
44722494,David Newell (actor),1905,1,23,1980,1,25,75
1287463,Thayer David,1927,3,4,1978,7,17,51
14706677,John Davidson (actor),1886,12,25,1968,1,16,81
13938166,William B. Davidson,1888,6,16,1947,9,28,59
374504,Brad Davis (actor),1949,11,6,1991,9,8,41
645301,Don S. Davis,1942,8,4,2008,6,29,65
13922362,George Davis (actor),1889,11,7,1965,4,19,75
1226905,Jack Davis (actor),1914,4,5,1992,11,3,78
964668,Jim Davis (actor),1909,8,26,1981,4,26,71
11553927,Johnnie Davis,1910,4,11,1983,10,28,73
24911945,Lew Davis,1884,7,16,1948,1,13,63
741791,Ossie Davis,1917,12,18,2005,2,4,87
5601277,Owen Davis Jr.,1907,10,6,1949,5,21,41
32911294,Rufe Davis,1908,12,2,1974,12,13,66
194551,Sammy Davis Jr.,1925,12,8,1990,5,16,64
1093167,Sammy Davis Sr.,1900,12,12,1988,5,21,87
226700,Sid Davis,1916,4,1,2006,10,16,90
2193845,Tom Davis (comedian),1952,8,13,2012,7,19,59
228293,Richard Dawson,1932,11,20,2012,6,2,79
14098906,Danny Dayton,1923,11,20,1999,2,6,75
3609512,Richard De Angelis,1932,6,24,2005,12,28,73
1864891,Ted de Corsia,1903,9,29,1973,4,11,69
4524167,Philippe De Lacy,1917,7,25,1995,7,29,78
21990456,Francis De Sales (actor),1912,3,23,1988,9,25,76
44022379,Joseph De Stefani,1879,10,3,1940,10,26,61
44076783,William De Vaull,1870,12,12,1945,6,4,74
8598629,Billy De Wolfe,1907,2,18,1974,3,5,67
569003,Richard Deacon (actor),1921,5,14,1984,8,8,63
21973382,Eddie Dean (singer),1907,7,9,1999,3,4,91
18622157,James Dean,1931,2,8,1955,9,30,24
192199,Jimmy Dean,1928,8,10,2010,6,13,81
18421628,Louis Dean,1874,5,3,1933,4,8,58
14904723,Ashton Dearholt,1894,4,4,1942,4,27,48
8171928,Edgar Dearing,1893,5,4,1974,8,17,81
1959121,Don DeFore,1913,8,25,1993,12,22,80
100866,Calvert DeForest,1921,7,23,2007,3,19,85
5748717,Carter DeHaven,1886,10,5,1977,7,20,90
3545880,John Dehner,1915,11,23,1992,2,4,76
1335038,Albert Dekker,1905,12,20,1968,5,5,62
7484598,Frank de Kova,1910,3,17,1981,10,15,71
21776600,Hampton Del Ruth,1879,9,7,1958,3,15,78
15027220,Leon De La Mothe,1880,12,26,1943,6,12,62
13605334,Charles Delaney,1892,8,9,1959,8,31,67
48348875,Bob deLauer,1920,8,30,2002,11,27,82
1453845,B. H. DeLay,1891,8,12,1923,7,4,31
29874398,Bob Delegall,1945,7,24,2006,3,21,60
9664081,Jack DeLeon,1924,12,19,2006,10,16,81
546740,Dom DeLuise,1933,8,1,2009,5,4,75
1068923,William Demarest,1892,2,27,1983,12,27,91
6176,Cecil B. DeMille,1881,8,12,1959,1,21,77
42223,Ted Demme,1963,10,26,2002,1,13,38
1022830,Richard Denning,1914,3,27,1998,10,11,84
8245998,Vernon Dent,1895,2,16,1963,11,5,68
58586,John Denver,1943,12,31,1997,10,12,53
51417584,Walt Conley,1929,5,20,2003,11,16,74
1492042,John Derek,1926,8,12,1998,5,22,71
1136256,Joe DeRita,1909,7,12,1993,7,3,83
11699343,Richard Derr,1918,6,15,1992,5,8,73
9221522,Joe De Santis,1909,5,15,1989,8,30,80
2560219,Stanley DeSantis,1953,7,6,2005,8,16,52
13664906,William Desmond (actor),1878,1,23,1949,11,3,71
28123573,James Deuter,1939,3,19,2010,8,29,71
160578,Andy Devine,1905,10,7,1977,2,18,71
41736077,Don Devlin,1930,2,26,2000,12,11,70
26551753,Richard Devon,1926,12,11,2010,2,26,83
569502,Brandon deWilde,1942,4,9,1972,7,6,30
29869094,Anthony Dexter,1913,1,19,2001,3,27,88
1887989,Brad Dexter,1917,4,9,2002,12,12,85
5748845,Elliott Dexter,1870,3,29,1941,6,21,71
1134419,Khigh Dhiegh,1910,8,25,1991,10,25,81
18317124,Don Diamond,1921,6,4,2011,6,19,90
3552299,George DiCenzo,1940,4,21,2010,8,9,70
27617505,Douglas Dick,1920,11,20,2015,12,19,95
32106240,Matthew Dickens,1961,10,19,2013,1,8,51
14587415,Dudley Dickerson,1906,11,27,1968,9,23,61
6511511,George Dickerson,1933,7,25,2015,1,10,81
44587944,Dick Dickinson,1895,9,16,1956,7,27,60
1481623,William Dieterle,1893,7,15,1972,12,9,79
13277146,Edward Dillon (actor),1879,1,1,1933,7,11,54
15199678,John Francis Dillon (director),1884,7,13,1934,4,4,49
13294710,John T. Dillon (actor),1876,6,19,1937,12,29,61
44616814,John Dilson,1891,2,18,1944,6,1,53
14943046,Alan Dinehart,1889,10,3,1944,7,17,54
49149966,Dante DiPaolo,1926,2,18,2013,9,4,87
204702,Divine (performer),1945,10,19,1988,3,7,42
144770,Richard Dix,1893,7,18,1949,9,20,56
2384246,Ivan Dixon,1931,4,6,2008,3,16,76
9664399,Lee Dixon (actor),1914,1,22,1953,1,8,38
13927234,Badja Djola,1948,4,9,2005,1,8,56
1671791,Jimmie Dodd,1910,3,28,1964,11,10,54
2821071,Jack Dodson,1931,5,16,1994,9,16,63
3328188,George Dolenz,1908,1,5,1963,2,8,55
9789055,Wade Dominguez,1966,5,10,1998,8,26,32
1950007,Troy Donahue,1936,1,27,2001,9,2,65
871801,Brian Donlevy,1901,2,9,1972,4,6,71
3905518,Robert Donner,1931,4,27,2006,6,8,75
35644433,Jack Donohue (director),1908,11,3,1984,3,27,75
26228232,King Donovan,1918,1,25,1987,6,30,69
2336319,Robert DoQui,1934,4,20,2008,2,9,73
17685526,Charles Dorian,1891,6,27,1942,10,21,51
3448464,John Doucette,1921,1,21,1994,8,16,73
790954,Eric Douglas,1958,6,21,2004,7,6,46
45187957,George Douglas (actor),1903,8,7,1983,6,11,79
1592222,Gordon Douglas (director),1907,12,15,1993,9,29,85
161914,Melvyn Douglas,1901,4,5,1981,8,4,80
1618175,Paul Douglas (actor),1907,4,11,1959,9,11,52
8048608,William C. Dowlan,1882,9,21,1947,11,6,65
38677038,Joseph J. Dowling,1850,9,4,1928,7,8,77
1837650,David Doyle (actor),1929,12,1,1997,2,26,67
610572,Charles Drake (actor),1917,10,2,1994,9,10,76
14637734,Chris Drake,1923,12,23,2006,7,9,82
3102816,Larry Drake,1949,2,21,2016,3,17,67
37749488,Noel Drayton,1913,10,7,1981,12,7,68
22076308,Roland Drew,1900,8,4,1988,3,17,87
32967115,S. Rankin Drew,1891,9,19,1918,5,19,26
804587,Bobby Driscoll,1937,3,3,1968,3,30,31
5157078,Robert Drivas,1938,11,21,1986,6,29,47
15351053,Don Dubbins,1928,6,29,1991,8,17,63
9664460,Gary Dubin,1959,5,5,2016,10,8,57
18441630,Robert Dudley (actor),1869,9,13,1955,9,15,86
408190,Pete Duel,1940,2,24,1971,12,31,31
15099891,William Duell,1923,8,30,2011,12,22,88
2066281,Howard Duff,1913,11,24,1990,7,8,76
15501910,Jack Duffy (actor),1882,9,4,1939,7,23,56
44211436,James Dugan (director),1898,5,19,1937,8,5,39
3554406,Andrew Duggan,1923,12,28,1988,5,15,64
982316,O. L. Duke,1953,8,12,2004,9,10,51
950544,David Dukes,1945,6,6,2000,10,9,55
42665481,Ralph Dumke,1899,7,25,1964,1,4,64
13401217,Bud Duncan,1883,10,31,1960,11,25,77
18969800,Michael Clarke Duncan,1957,12,10,2012,9,3,54
13227812,Stephen Dunham,1964,9,14,2012,9,14,48
13128884,Harry Dunkinson,1876,12,16,1936,3,14,59
13596122,Scott R. Dunlap,1892,6,20,1970,3,30,77
38421963,Vic Dunlop,1948,11,6,2011,8,13,62
1096328,Donald &quot;Duck&quot; Dunn,1941,11,24,2012,5,13,70
16521905,George Dunn (actor),1914,11,23,1982,4,27,67
24472133,Harvey B. Dunn,1894,8,19,1968,2,21,73
779236,James Dunn (actor),1901,11,5,1967,9,1,65
5400745,Liam Dunn,1916,11,12,1976,4,11,59
1388973,Michael Dunn (actor),1934,10,20,1973,8,30,38
16977841,Ralph Dunn,1900,5,23,1968,2,19,67
27828258,Richard Dunn (actor),1936,9,29,2010,6,4,73
1316903,Ryan Dunn,1977,6,11,2011,6,20,34
21005625,Stephen Dunne (actor),1918,1,13,1977,9,2,59
5321586,on Duong (actor),1957,8,27,2011,12,8,54
1627049,Don Durant,1932,11,20,2005,3,15,72
99033,Jimmy Durante,1893,2,10,1980,1,29,86
1098579,Junior Durkin,1915,7,2,1935,5,4,19
638381,Charles Durning,1923,2,28,2012,12,24,89
2429205,Dick Durock,1937,1,18,2009,9,17,72
1567938,Dan Duryea,1907,1,23,1968,6,7,61
6427217,Peter Duryea,1939,7,14,2013,3,24,73
12472258,Earl Dwire,1883,10,3,1940,1,16,56
7064952,John Dye,1963,1,31,2011,1,10,47
14935122,William J. Dyer,1881,3,11,1933,12,22,52
2417030,Richard Dysart,1929,3,30,2015,4,5,86
15510862,Jack Eagle,1926,1,15,2008,1,10,81
38977069,David Early,1938,5,30,2013,3,23,74
7275013,B. Reeves Eason,1886,10,2,1956,6,9,69
4452762,B. Reeves Eason Jr.,1914,11,19,1921,10,25,6
21330315,Richard Eastham,1916,6,22,2005,7,10,89
8459850,Robert Easton (actor),1930,11,23,2011,12,16,81
6192756,Ray Eberle,1919,1,19,1979,8,25,60
179320,Buddy Ebsen,1908,4,2,2003,7,6,95
44830101,Eddie Sturgis,1881,10,22,1947,12,13,66
695709,Nelson Eddy,1901,6,29,1967,3,6,65
2261428,Herb Edelman,1933,11,5,1996,7,21,62
5753209,Robert Edeson,1868,6,3,1931,3,24,62
10122521,Bill Edwards (actor),1918,9,14,1999,12,21,81
